50,100,150,200
"[28, 48, 22, 56, 46, 48, 48, 66, 70, 54, 44, 74, 14, 76, 38, 78, 50, 78, 87, 48, 22, 54, 44, 40, 36, 60, 46, 50, 62, 74, 58, 14, 50, 68, 40, 52, 38, 60, 60, 43, 82, 80, 70, 96]","[38, 36, 42, 62, 84, 88, 82, 22, 88, 102, 96, 114, 128, 123, 76, 118, 102, 154, 90, 82, 133, 172, 106, 106, 94, 106, 144]","[66, 106, 116, 110, 134, 134, 163, 172, 174, 201, 176, 214, 225, 236, 255]","[84, 94, 104, 114, 118, 158, 158, 196, 214, 230, 259, 296, 276]"
